ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,DateTime,Date,Time,Hour,Minute,DayOfWeek,DayName,WeekOfYear,OccupancyRate,VehicleType_Encoded,TrafficLevel_Encoded
9671,Others-CCCPS105a,2009,26.14747299,91.72804914,715,car,low,2,0,02-11-2016,08:30:00,2016-11-02 08:30:00,2016-11-02,08:30:00,8,30,2,Wednesday,44,35.58984569437531,3,1
9672,Others-CCCPS105a,2009,26.14747299,91.72804914,781,car,low,2,0,02-11-2016,08:56:00,2016-11-02 08:56:00,2016-11-02,08:56:00,8,56,2,Wednesday,44,38.87506222000995,3,1
9673,Others-CCCPS105a,2009,26.14747299,91.72804914,935,car,average,3,0,02-11-2016,09:30:00,2016-11-02 09:30:00,2016-11-02,09:30:00,9,30,2,Wednesday,44,46.54056744649079,3,2
9674,Others-CCCPS105a,2009,26.14747299,91.72804914,1039,car,low,3,0,02-11-2016,09:56:00,2016-11-02 09:56:00,2016-11-02,09:56:00,9,56,2,Wednesday,44,51.71727227476356,3,1
9675,Others-CCCPS105a,2009,26.14747299,91.72804914,1145,bike,low,4,0,02-11-2016,10:29:00,2016-11-02 10:29:00,2016-11-02,10:29:00,10,29,2,Wednesday,44,56.99352911896466,2,1
9676,Others-CCCPS105a,2009,26.14747299,91.72804914,1201,car,average,4,0,02-11-2016,10:56:00,2016-11-02 10:56:00,2016-11-02,10:56:00,10,56,2,Wednesday,44,59.78098556495769,3,2
9677,Others-CCCPS105a,2009,26.14747299,91.72804914,1273,truck,average,7,0,02-11-2016,11:30:00,2016-11-02 11:30:00,2016-11-02,11:30:00,11,30,2,Wednesday,44,63.3648581383773,4,2
9678,Others-CCCPS105a,2009,26.14747299,91.72804914,1287,car,average,6,0,02-11-2016,11:56:00,2016-11-02 11:56:00,2016-11-02,11:56:00,11,56,2,Wednesday,44,64.06172224987556,3,2
9679,Others-CCCPS105a,2009,26.14747299,91.72804914,1303,truck,high,9,0,02-11-2016,12:30:00,2016-11-02 12:30:00,2016-11-02,12:30:00,12,30,2,Wednesday,44,64.85813837730214,4,3
9680,Others-CCCPS105a,2009,26.14747299,91.72804914,1355,car,high,9,0,02-11-2016,13:03:00,2016-11-02 13:03:00,2016-11-02,13:03:00,13,3,2,Wednesday,44,67.44649079143853,3,3
9681,Others-CCCPS105a,2009,26.14747299,91.72804914,1344,car,high,8,0,02-11-2016,13:30:00,2016-11-02 13:30:00,2016-11-02,13:30:00,13,30,2,Wednesday,44,66.89895470383276,3,3
9682,Others-CCCPS105a,2009,26.14747299,91.72804914,1375,bike,average,5,0,02-11-2016,14:03:00,2016-11-02 14:03:00,2016-11-02,14:03:00,14,3,2,Wednesday,44,68.44201095072175,2,2
9683,Others-CCCPS105a,2009,26.14747299,91.72804914,1360,truck,average,5,0,02-11-2016,14:30:00,2016-11-02 14:30:00,2016-11-02,14:30:00,14,30,2,Wednesday,44,67.69537083125934,4,2
9684,Others-CCCPS105a,2009,26.14747299,91.72804914,1318,car,average,5,0,02-11-2016,14:56:00,2016-11-02 14:56:00,2016-11-02,14:56:00,14,56,2,Wednesday,44,65.60477849676457,3,2
9685,Others-CCCPS105a,2009,26.14747299,91.72804914,1232,cycle,low,3,0,02-11-2016,15:29:00,2016-11-02 15:29:00,2016-11-02,15:29:00,15,29,2,Wednesday,44,61.32404181184668,1,1
9686,Others-CCCPS105a,2009,26.14747299,91.72804914,1132,truck,low,2,0,02-11-2016,16:03:00,2016-11-02 16:03:00,2016-11-02,16:03:00,16,3,2,Wednesday,44,56.34644101543056,4,1
9687,Others-CCCPS105a,2009,26.14747299,91.72804914,1058,truck,low,2,0,02-11-2016,16:30:00,2016-11-02 16:30:00,2016-11-02,16:30:00,16,30,2,Wednesday,44,52.663016426082635,4,1
9688,Others-CCCPS105a,2009,26.14747299,91.72804914,740,cycle,average,3,0,03-11-2016,08:00:00,2016-11-03 08:00:00,2016-11-03,08:00:00,8,0,3,Thursday,44,36.83424589347935,1,2
9689,Others-CCCPS105a,2009,26.14747299,91.72804914,820,truck,average,3,0,03-11-2016,08:26:00,2016-11-03 08:26:00,2016-11-03,08:26:00,8,26,3,Thursday,44,40.816326530612244,4,2
9690,Others-CCCPS105a,2009,26.14747299,91.72804914,937,bike,low,3,0,03-11-2016,09:00:00,2016-11-03 09:00:00,2016-11-03,09:00:00,9,0,3,Thursday,44,46.640119462419115,2,1
9691,Others-CCCPS105a,2009,26.14747299,91.72804914,1015,car,average,3,0,03-11-2016,09:26:00,2016-11-03 09:26:00,2016-11-03,09:26:00,9,26,3,Thursday,44,50.522648083623686,3,2
9692,Others-CCCPS105a,2009,26.14747299,91.72804914,1151,car,low,5,0,03-11-2016,10:00:00,2016-11-03 10:00:00,2016-11-03,10:00:00,10,0,3,Thursday,44,57.29218516674963,3,1
9693,Others-CCCPS105a,2009,26.14747299,91.72804914,1217,car,low,4,0,03-11-2016,10:26:00,2016-11-03 10:26:00,2016-11-03,10:26:00,10,26,3,Thursday,44,60.57740169238427,3,1
9694,Others-CCCPS105a,2009,26.14747299,91.72804914,1308,truck,average,6,0,03-11-2016,11:00:00,2016-11-03 11:00:00,2016-11-03,11:00:00,11,0,3,Thursday,44,65.10701841712294,4,2
9695,Others-CCCPS105a,2009,26.14747299,91.72804914,1335,truck,average,6,0,03-11-2016,11:26:00,2016-11-03 11:26:00,2016-11-03,11:26:00,11,26,3,Thursday,44,66.4509706321553,4,2
9696,Others-CCCPS105a,2009,26.14747299,91.72804914,1373,car,high,10,0,03-11-2016,12:00:00,2016-11-03 12:00:00,2016-11-03,12:00:00,12,0,3,Thursday,44,68.34245893479343,3,3
9697,Others-CCCPS105a,2009,26.14747299,91.72804914,1404,car,high,10,0,03-11-2016,12:26:00,2016-11-03 12:26:00,2016-11-03,12:26:00,12,26,3,Thursday,44,69.88551518168244,3,3
9698,Others-CCCPS105a,2009,26.14747299,91.72804914,1258,car,high,10,0,03-11-2016,12:59:00,2016-11-03 12:59:00,2016-11-03,12:59:00,12,59,3,Thursday,44,62.61821801891488,3,3
9699,Others-CCCPS105a,2009,26.14747299,91.72804914,1291,car,high,8,0,03-11-2016,13:26:00,2016-11-03 13:26:00,2016-11-03,13:26:00,13,26,3,Thursday,44,64.26082628173221,3,3
9700,Others-CCCPS105a,2009,26.14747299,91.72804914,1290,bike,average,6,0,03-11-2016,13:59:00,2016-11-03 13:59:00,2016-11-03,13:59:00,13,59,3,Thursday,44,64.21105027376804,2,2
9701,Others-CCCPS105a,2009,26.14747299,91.72804914,1246,car,average,5,0,03-11-2016,14:26:00,2016-11-03 14:26:00,2016-11-03,14:26:00,14,26,3,Thursday,44,62.02090592334495,3,2
9702,Others-CCCPS105a,2009,26.14747299,91.72804914,1204,bike,average,4,0,03-11-2016,15:00:00,2016-11-03 15:00:00,2016-11-03,15:00:00,15,0,3,Thursday,44,59.93031358885017,2,2
9703,Others-CCCPS105a,2009,26.14747299,91.72804914,1133,car,low,3,0,03-11-2016,15:26:00,2016-11-03 15:26:00,2016-11-03,15:26:00,15,26,3,Thursday,44,56.396217023394726,3,1
9704,Others-CCCPS105a,2009,26.14747299,91.72804914,1044,car,low,2,0,03-11-2016,16:03:00,2016-11-03 16:03:00,2016-11-03,16:03:00,16,3,3,Thursday,44,51.96615231458437,3,1
9705,Others-CCCPS105a,2009,26.14747299,91.72804914,1006,cycle,average,3,0,03-11-2016,16:30:00,2016-11-03 16:30:00,2016-11-03,16:30:00,16,30,3,Thursday,44,50.07466401194625,1,2
9706,Others-CCCPS105a,2009,26.14747299,91.72804914,644,cycle,low,3,0,04-11-2016,08:00:00,2016-11-04 08:00:00,2016-11-04,08:00:00,8,0,4,Friday,44,32.05574912891986,1,1
9707,Others-CCCPS105a,2009,26.14747299,91.72804914,692,bike,low,2,0,04-11-2016,08:26:00,2016-11-04 08:26:00,2016-11-04,08:26:00,8,26,4,Friday,44,34.4449975111996,2,1
9708,Others-CCCPS105a,2009,26.14747299,91.72804914,787,car,low,2,0,04-11-2016,08:59:00,2016-11-04 08:59:00,2016-11-04,08:59:00,8,59,4,Friday,44,39.173718267794925,3,1
9709,Others-CCCPS105a,2009,26.14747299,91.72804914,878,truck,low,2,0,04-11-2016,09:33:00,2016-11-04 09:33:00,2016-11-04,09:33:00,9,33,4,Friday,44,43.7033349925336,4,1
9710,Others-CCCPS105a,2009,26.14747299,91.72804914,974,car,average,4,0,04-11-2016,10:00:00,2016-11-04 10:00:00,2016-11-04,10:00:00,10,0,4,Friday,44,48.48183175709308,3,2
9711,Others-CCCPS105a,2009,26.14747299,91.72804914,1034,car,average,5,0,04-11-2016,10:26:00,2016-11-04 10:26:00,2016-11-04,10:26:00,10,26,4,Friday,44,51.46839223494276,3,2
9712,Others-CCCPS105a,2009,26.14747299,91.72804914,1094,car,average,6,0,04-11-2016,11:00:00,2016-11-04 11:00:00,2016-11-04,11:00:00,11,0,4,Friday,44,54.45495271279243,3,2
9713,Others-CCCPS105a,2009,26.14747299,91.72804914,1140,car,average,6,0,04-11-2016,11:33:00,2016-11-04 11:33:00,2016-11-04,11:33:00,11,33,4,Friday,44,56.74464907914385,3,2
9714,Others-CCCPS105a,2009,26.14747299,91.72804914,1166,bike,high,9,0,04-11-2016,12:00:00,2016-11-04 12:00:00,2016-11-04,12:00:00,12,0,4,Friday,44,58.038825286212045,2,3
9715,Others-CCCPS105a,2009,26.14747299,91.72804914,1166,bike,high,9,0,04-11-2016,12:33:00,2016-11-04 12:33:00,2016-11-04,12:33:00,12,33,4,Friday,44,58.038825286212045,2,3
9716,Others-CCCPS105a,2009,26.14747299,91.72804914,1191,cycle,average,6,0,04-11-2016,13:00:00,2016-11-04 13:00:00,2016-11-04,13:00:00,13,0,4,Friday,44,59.28322548531608,1,2
9717,Others-CCCPS105a,2009,26.14747299,91.72804914,1196,car,high,8,0,04-11-2016,13:26:00,2016-11-04 13:26:00,2016-11-04,13:26:00,13,26,4,Friday,44,59.53210552513688,3,3
9718,Others-CCCPS105a,2009,26.14747299,91.72804914,1223,bike,average,6,0,04-11-2016,13:59:00,2016-11-04 13:59:00,2016-11-04,13:59:00,13,59,4,Friday,44,60.876057740169244,2,2
9719,Others-CCCPS105a,2009,26.14747299,91.72804914,1166,bike,average,5,0,04-11-2016,14:26:00,2016-11-04 14:26:00,2016-11-04,14:26:00,14,26,4,Friday,44,58.038825286212045,2,2
9720,Others-CCCPS105a,2009,26.14747299,91.72804914,1091,bike,average,3,0,04-11-2016,15:00:00,2016-11-04 15:00:00,2016-11-04,15:00:00,15,0,4,Friday,44,54.30562468889995,2,2
9721,Others-CCCPS105a,2009,26.14747299,91.72804914,1003,bike,low,3,0,04-11-2016,15:26:00,2016-11-04 15:26:00,2016-11-04,15:26:00,15,26,4,Friday,44,49.92533598805376,2,1
9722,Others-CCCPS105a,2009,26.14747299,91.72804914,936,car,low,2,0,04-11-2016,16:00:00,2016-11-04 16:00:00,2016-11-04,16:00:00,16,0,4,Friday,44,46.59034345445495,3,1
9723,Others-CCCPS105a,2009,26.14747299,91.72804914,882,bike,low,2,0,04-11-2016,16:26:00,2016-11-04 16:26:00,2016-11-04,16:26:00,16,26,4,Friday,44,43.90243902439025,2,1
9724,Others-CCCPS105a,2009,26.14747299,91.72804914,478,bike,low,2,0,05-11-2016,08:00:00,2016-11-05 08:00:00,2016-11-05,08:00:00,8,0,5,Saturday,44,23.79293180686909,2,1
9725,Others-CCCPS105a,2009,26.14747299,91.72804914,494,car,low,2,0,05-11-2016,08:26:00,2016-11-05 08:26:00,2016-11-05,08:26:00,8,26,5,Saturday,44,24.58934793429567,3,1
9726,Others-CCCPS105a,2009,26.14747299,91.72804914,540,car,low,2,0,05-11-2016,08:59:00,2016-11-05 08:59:00,2016-11-05,08:59:00,8,59,5,Saturday,44,26.879044300647088,3,1
9727,Others-CCCPS105a,2009,26.14747299,91.72804914,589,car,low,2,0,05-11-2016,09:26:00,2016-11-05 09:26:00,2016-11-05,09:26:00,9,26,5,Saturday,44,29.318068690890993,3,1
9728,Others-CCCPS105a,2009,26.14747299,91.72804914,663,car,low,2,0,05-11-2016,09:59:00,2016-11-05 09:59:00,2016-11-05,09:59:00,9,59,5,Saturday,44,33.001493280238925,3,1
9729,Others-CCCPS105a,2009,26.14747299,91.72804914,724,car,average,5,0,05-11-2016,10:33:00,2016-11-05 10:33:00,2016-11-05,10:33:00,10,33,5,Saturday,44,36.037829766052766,3,2
9730,Others-CCCPS105a,2009,26.14747299,91.72804914,765,bike,high,6,0,05-11-2016,10:59:00,2016-11-05 10:59:00,2016-11-05,10:59:00,10,59,5,Saturday,44,38.07864609258338,2,3
9731,Others-CCCPS105a,2009,26.14747299,91.72804914,834,car,average,6,0,05-11-2016,11:26:00,2016-11-05 11:26:00,2016-11-05,11:26:00,11,26,5,Saturday,44,41.5131906421105,3,2
9732,Others-CCCPS105a,2009,26.14747299,91.72804914,975,bike,average,7,0,05-11-2016,12:06:00,2016-11-05 12:06:00,2016-11-05,12:06:00,12,6,5,Saturday,44,48.531607765057245,2,2
9733,Others-CCCPS105a,2009,26.14747299,91.72804914,1023,bike,high,9,0,05-11-2016,12:26:00,2016-11-05 12:26:00,2016-11-05,12:26:00,12,26,5,Saturday,44,50.92085614733698,2,3
9734,Others-CCCPS105a,2009,26.14747299,91.72804914,1097,car,high,9,0,05-11-2016,13:00:00,2016-11-05 13:00:00,2016-11-05,13:00:00,13,0,5,Saturday,44,54.60428073668492,3,3
9735,Others-CCCPS105a,2009,26.14747299,91.72804914,1223,bike,high,9,0,05-11-2016,13:33:00,2016-11-05 13:33:00,2016-11-05,13:33:00,13,33,5,Saturday,44,60.876057740169244,2,3
9736,Others-CCCPS105a,2009,26.14747299,91.72804914,1286,truck,high,9,0,05-11-2016,13:59:00,2016-11-05 13:59:00,2016-11-05,13:59:00,13,59,5,Saturday,44,64.0119462419114,4,3
9737,Others-CCCPS105a,2009,26.14747299,91.72804914,1308,car,high,7,0,05-11-2016,14:26:00,2016-11-05 14:26:00,2016-11-05,14:26:00,14,26,5,Saturday,44,65.10701841712294,3,3
9738,Others-CCCPS105a,2009,26.14747299,91.72804914,1326,car,average,4,0,05-11-2016,15:00:00,2016-11-05 15:00:00,2016-11-05,15:00:00,15,0,5,Saturday,44,66.00298656047785,3,2
9739,Others-CCCPS105a,2009,26.14747299,91.72804914,1343,car,average,4,0,05-11-2016,15:26:00,2016-11-05 15:26:00,2016-11-05,15:26:00,15,26,5,Saturday,44,66.84917869586859,3,2
9740,Others-CCCPS105a,2009,26.14747299,91.72804914,1324,car,average,3,0,05-11-2016,16:00:00,2016-11-05 16:00:00,2016-11-05,16:00:00,16,0,5,Saturday,44,65.90343454454953,3,2
9741,Others-CCCPS105a,2009,26.14747299,91.72804914,1251,car,average,3,0,05-11-2016,16:26:00,2016-11-05 16:26:00,2016-11-05,16:26:00,16,26,5,Saturday,44,62.26978596316576,3,2
9742,Others-CCCPS105a,2009,26.14747299,91.72804914,590,car,low,3,1,06-11-2016,08:00:00,2016-11-06 08:00:00,2016-11-06,08:00:00,8,0,6,Sunday,44,29.36784469885515,3,1
9743,Others-CCCPS105a,2009,26.14747299,91.72804914,595,car,low,3,1,06-11-2016,08:26:00,2016-11-06 08:26:00,2016-11-06,08:26:00,8,26,6,Sunday,44,29.61672473867596,3,1
9744,Others-CCCPS105a,2009,26.14747299,91.72804914,596,car,average,5,1,06-11-2016,09:00:00,2016-11-06 09:00:00,2016-11-06,09:00:00,9,0,6,Sunday,44,29.666500746640118,3,2
9745,Others-CCCPS105a,2009,26.14747299,91.72804914,606,cycle,low,4,1,06-11-2016,09:33:00,2016-11-06 09:33:00,2016-11-06,09:33:00,9,33,6,Sunday,44,30.16426082628173,1,1
9746,Others-CCCPS105a,2009,26.14747299,91.72804914,625,bike,low,5,1,06-11-2016,10:00:00,2016-11-06 10:00:00,2016-11-06,10:00:00,10,0,6,Sunday,44,31.1100049776008,2,1
9747,Others-CCCPS105a,2009,26.14747299,91.72804914,658,car,low,4,1,06-11-2016,10:26:00,2016-11-06 10:26:00,2016-11-06,10:26:00,10,26,6,Sunday,44,32.752613240418114,3,1
9748,Others-CCCPS105a,2009,26.14747299,91.72804914,721,car,average,6,1,06-11-2016,10:59:00,2016-11-06 10:59:00,2016-11-06,10:59:00,10,59,6,Sunday,44,35.88850174216028,3,2
9749,Others-CCCPS105a,2009,26.14747299,91.72804914,782,car,average,8,1,06-11-2016,11:26:00,2016-11-06 11:26:00,2016-11-06,11:26:00,11,26,6,Sunday,44,38.92483822797412,3,2
9750,Others-CCCPS105a,2009,26.14747299,91.72804914,847,car,average,8,1,06-11-2016,11:59:00,2016-11-06 11:59:00,2016-11-06,11:59:00,11,59,6,Sunday,44,42.1602787456446,3,2
9751,Others-CCCPS105a,2009,26.14747299,91.72804914,871,bike,high,13,1,06-11-2016,12:26:00,2016-11-06 12:26:00,2016-11-06,12:26:00,12,26,6,Sunday,44,43.35490293678447,2,3
9752,Others-CCCPS105a,2009,26.14747299,91.72804914,1018,car,high,11,1,06-11-2016,13:06:00,2016-11-06 13:06:00,2016-11-06,13:06:00,13,6,6,Sunday,44,50.67197610751618,3,3
9753,Others-CCCPS105a,2009,26.14747299,91.72804914,1050,car,high,12,1,06-11-2016,13:26:00,2016-11-06 13:26:00,2016-11-06,13:26:00,13,26,6,Sunday,44,52.264808362369344,3,3
9754,Others-CCCPS105a,2009,26.14747299,91.72804914,1113,car,average,8,1,06-11-2016,13:59:00,2016-11-06 13:59:00,2016-11-06,13:59:00,13,59,6,Sunday,44,55.400696864111495,3,2
9755,Others-CCCPS105a,2009,26.14747299,91.72804914,1157,bike,average,7,1,06-11-2016,14:33:00,2016-11-06 14:33:00,2016-11-06,14:33:00,14,33,6,Sunday,44,57.59084121453459,2,2
9756,Others-CCCPS105a,2009,26.14747299,91.72804914,1167,car,average,5,1,06-11-2016,15:00:00,2016-11-06 15:00:00,2016-11-06,15:00:00,15,0,6,Sunday,44,58.088601294176215,3,2
9757,Others-CCCPS105a,2009,26.14747299,91.72804914,1130,bike,low,4,1,06-11-2016,15:26:00,2016-11-06 15:26:00,2016-11-06,15:26:00,15,26,6,Sunday,44,56.24688899950224,2,1
9758,Others-CCCPS105a,2009,26.14747299,91.72804914,1065,car,low,4,1,06-11-2016,15:59:00,2016-11-06 15:59:00,2016-11-06,15:59:00,15,59,6,Sunday,44,53.011448481831756,3,1
9759,Others-CCCPS105a,2009,26.14747299,91.72804914,969,car,average,4,1,06-11-2016,16:26:00,2016-11-06 16:26:00,2016-11-06,16:26:00,16,26,6,Sunday,44,48.23295171727228,3,2
9760,Others-CCCPS105a,2009,26.14747299,91.72804914,543,car,low,2,0,07-11-2016,08:00:00,2016-11-07 08:00:00,2016-11-07,08:00:00,8,0,0,Monday,45,27.028372324539575,3,1
9761,Others-CCCPS105a,2009,26.14747299,91.72804914,602,cycle,low,2,0,07-11-2016,08:26:00,2016-11-07 08:26:00,2016-11-07,08:26:00,8,26,0,Monday,45,29.965156794425084,1,1
9762,Others-CCCPS105a,2009,26.14747299,91.72804914,723,car,low,2,0,07-11-2016,08:59:00,2016-11-07 08:59:00,2016-11-07,08:59:00,8,59,0,Monday,45,35.9880537580886,3,1
9763,Others-CCCPS105a,2009,26.14747299,91.72804914,835,truck,low,3,0,07-11-2016,09:26:00,2016-11-07 09:26:00,2016-11-07,09:26:00,9,26,0,Monday,45,41.562966650074664,4,1
9764,Others-CCCPS105a,2009,26.14747299,91.72804914,933,car,low,3,0,07-11-2016,09:59:00,2016-11-07 09:59:00,2016-11-07,09:59:00,9,59,0,Monday,45,46.44101543056247,3,1
9765,Others-CCCPS105a,2009,26.14747299,91.72804914,1064,bike,average,5,0,07-11-2016,10:26:00,2016-11-07 10:26:00,2016-11-07,10:26:00,10,26,0,Monday,45,52.961672473867594,2,2
9766,Others-CCCPS105a,2009,26.14747299,91.72804914,1132,car,average,5,0,07-11-2016,10:59:00,2016-11-07 10:59:00,2016-11-07,10:59:00,10,59,0,Monday,45,56.34644101543056,3,2
9767,Others-CCCPS105a,2009,26.14747299,91.72804914,1169,car,average,6,0,07-11-2016,11:26:00,2016-11-07 11:26:00,2016-11-07,11:26:00,11,26,0,Monday,45,58.18815331010453,3,2
9768,Others-CCCPS105a,2009,26.14747299,91.72804914,1211,car,average,6,0,07-11-2016,11:59:00,2016-11-07 11:59:00,2016-11-07,11:59:00,11,59,0,Monday,45,60.278745644599304,3,2
9769,Others-CCCPS105a,2009,26.14747299,91.72804914,1223,car,high,9,0,07-11-2016,12:26:00,2016-11-07 12:26:00,2016-11-07,12:26:00,12,26,0,Monday,45,60.876057740169244,3,3
9770,Others-CCCPS105a,2009,26.14747299,91.72804914,1218,car,high,8,0,07-11-2016,12:59:00,2016-11-07 12:59:00,2016-11-07,12:59:00,12,59,0,Monday,45,60.62717770034843,3,3
9771,Others-CCCPS105a,2009,26.14747299,91.72804914,1233,car,high,9,0,07-11-2016,13:33:00,2016-11-07 13:33:00,2016-11-07,13:33:00,13,33,0,Monday,45,61.37381781981085,3,3
9772,Others-CCCPS105a,2009,26.14747299,91.72804914,1240,bike,high,8,0,07-11-2016,13:59:00,2016-11-07 13:59:00,2016-11-07,13:59:00,13,59,0,Monday,45,61.722249875559974,2,3
9773,Others-CCCPS105a,2009,26.14747299,91.72804914,1198,truck,high,7,0,07-11-2016,14:33:00,2016-11-07 14:33:00,2016-11-07,14:33:00,14,33,0,Monday,45,59.63165754106521,4,3
9774,Others-CCCPS105a,2009,26.14747299,91.72804914,1158,car,average,3,0,07-11-2016,15:00:00,2016-11-07 15:00:00,2016-11-07,15:00:00,15,0,0,Monday,45,57.64061722249876,3,2
9775,Others-CCCPS105a,2009,26.14747299,91.72804914,1106,car,low,3,0,07-11-2016,15:33:00,2016-11-07 15:33:00,2016-11-07,15:33:00,15,33,0,Monday,45,55.052264808362374,3,1
9776,Others-CCCPS105a,2009,26.14747299,91.72804914,1048,bike,low,2,0,07-11-2016,16:00:00,2016-11-07 16:00:00,2016-11-07,16:00:00,16,0,0,Monday,45,52.16525634644101,2,1
9777,Others-CCCPS105a,2009,26.14747299,91.72804914,970,car,low,2,0,07-11-2016,16:33:00,2016-11-07 16:33:00,2016-11-07,16:33:00,16,33,0,Monday,45,48.282727725236434,3,1
9778,Others-CCCPS105a,2009,26.14747299,91.72804914,734,car,low,2,0,08-11-2016,07:59:00,2016-11-08 07:59:00,2016-11-08,07:59:00,7,59,1,Tuesday,45,36.535589845694375,3,1
9779,Others-CCCPS105a,2009,26.14747299,91.72804914,788,bike,low,2,0,08-11-2016,08:26:00,2016-11-08 08:26:00,2016-11-08,08:26:00,8,26,1,Tuesday,45,39.22349427575909,2,1
9780,Others-CCCPS105a,2009,26.14747299,91.72804914,874,car,low,2,0,08-11-2016,08:59:00,2016-11-08 08:59:00,2016-11-08,08:59:00,8,59,1,Tuesday,45,43.504230960676956,3,1
9781,Others-CCCPS105a,2009,26.14747299,91.72804914,980,car,average,4,0,08-11-2016,09:26:00,2016-11-08 09:26:00,2016-11-08,09:26:00,9,26,1,Tuesday,45,48.78048780487805,3,2
9782,Others-CCCPS105a,2009,26.14747299,91.72804914,1139,bike,low,2,0,08-11-2016,09:59:00,2016-11-08 09:59:00,2016-11-08,09:59:00,9,59,1,Tuesday,45,56.6948730711797,2,1
9783,Others-CCCPS105a,2009,26.14747299,91.72804914,1261,car,average,5,0,08-11-2016,10:33:00,2016-11-08 10:33:00,2016-11-08,10:33:00,10,33,1,Tuesday,45,62.76754604280737,3,2
9784,Others-CCCPS105a,2009,26.14747299,91.72804914,1341,car,average,6,0,08-11-2016,11:00:00,2016-11-08 11:00:00,2016-11-08,11:00:00,11,0,1,Tuesday,45,66.74962667994026,3,2
9785,Others-CCCPS105a,2009,26.14747299,91.72804914,1380,bike,average,6,0,08-11-2016,11:33:00,2016-11-08 11:33:00,2016-11-08,11:33:00,11,33,1,Tuesday,45,68.69089099054257,2,2
9786,Others-CCCPS105a,2009,26.14747299,91.72804914,1415,car,average,6,0,08-11-2016,11:59:00,2016-11-08 11:59:00,2016-11-08,11:59:00,11,59,1,Tuesday,45,70.4330512692882,3,2
9787,Others-CCCPS105a,2009,26.14747299,91.72804914,1426,car,high,10,0,08-11-2016,12:27:00,2016-11-08 12:27:00,2016-11-08,12:27:00,12,27,1,Tuesday,45,70.98058735689398,3,3
9788,Others-CCCPS105a,2009,26.14747299,91.72804914,1476,car,high,8,0,08-11-2016,13:00:00,2016-11-08 13:00:00,2016-11-08,13:00:00,13,0,1,Tuesday,45,73.46938775510205,3,3
9789,Others-CCCPS105a,2009,26.14747299,91.72804914,1479,bike,high,9,0,08-11-2016,13:34:00,2016-11-08 13:34:00,2016-11-08,13:34:00,13,34,1,Tuesday,45,73.61871577899453,2,3
9790,Others-CCCPS105a,2009,26.14747299,91.72804914,1479,car,average,5,0,08-11-2016,14:00:00,2016-11-08 14:00:00,2016-11-08,14:00:00,14,0,1,Tuesday,45,73.61871577899453,3,2
9791,Others-CCCPS105a,2009,26.14747299,91.72804914,1434,bike,average,5,0,08-11-2016,14:26:00,2016-11-08 14:26:00,2016-11-08,14:26:00,14,26,1,Tuesday,45,71.37879542060726,2,2
9792,Others-CCCPS105a,2009,26.14747299,91.72804914,1407,bike,average,4,0,08-11-2016,15:00:00,2016-11-08 15:00:00,2016-11-08,15:00:00,15,0,1,Tuesday,45,70.03484320557492,2,2
9793,Others-CCCPS105a,2009,26.14747299,91.72804914,1307,car,low,3,0,08-11-2016,15:33:00,2016-11-08 15:33:00,2016-11-08,15:33:00,15,33,1,Tuesday,45,65.05724240915879,3,1
9794,Others-CCCPS105a,2009,26.14747299,91.72804914,1234,truck,low,2,0,08-11-2016,16:01:00,2016-11-08 16:01:00,2016-11-08,16:01:00,16,1,1,Tuesday,45,61.423593827775015,4,1
9795,Others-CCCPS105a,2009,26.14747299,91.72804914,1094,car,low,3,0,08-11-2016,16:34:00,2016-11-08 16:34:00,2016-11-08,16:34:00,16,34,1,Tuesday,45,54.45495271279243,3,1
9796,Others-CCCPS105a,2009,26.14747299,91.72804914,757,car,low,2,0,09-11-2016,08:00:00,2016-11-09 08:00:00,2016-11-09,08:00:00,8,0,2,Wednesday,45,37.680438028870086,3,1
9797,Others-CCCPS105a,2009,26.14747299,91.72804914,809,bike,low,2,0,09-11-2016,08:27:00,2016-11-09 08:27:00,2016-11-09,08:27:00,8,27,2,Wednesday,45,40.268790443006466,2,1
9798,Others-CCCPS105a,2009,26.14747299,91.72804914,889,car,low,3,0,09-11-2016,09:00:00,2016-11-09 09:00:00,2016-11-09,09:00:00,9,0,2,Wednesday,45,44.25087108013937,3,1
9799,Others-CCCPS105a,2009,26.14747299,91.72804914,1025,car,low,2,0,09-11-2016,09:34:00,2016-11-09 09:34:00,2016-11-09,09:34:00,9,34,2,Wednesday,45,51.02040816326531,3,1
9800,Others-CCCPS105a,2009,26.14747299,91.72804914,1121,car,low,4,0,09-11-2016,10:00:00,2016-11-09 10:00:00,2016-11-09,10:00:00,10,0,2,Wednesday,45,55.798904927824786,3,1
9801,Others-CCCPS105a,2009,26.14747299,91.72804914,1214,car,low,4,0,09-11-2016,10:27:00,2016-11-09 10:27:00,2016-11-09,10:27:00,10,27,2,Wednesday,45,60.42807366849179,3,1
9802,Others-CCCPS105a,2009,26.14747299,91.72804914,1303,car,average,7,0,09-11-2016,11:00:00,2016-11-09 11:00:00,2016-11-09,11:00:00,11,0,2,Wednesday,45,64.85813837730214,3,2
